,Compound,Date,Negative,Neutral,Positive,Source,Text,Tweets Ago
267,-0.7184,Tue Aug 28 22:30:00 +0000 2018,0.727,0.273,0.0,@CNN,"Meet the Arab superhero fighting crime and smashing stereotypes. Emara doesn't wear spandex, skintight leather or m… https://t.co/T2BkzI0arL",68
268,-0.5994,Tue Aug 28 22:28:51 +0000 2018,0.83,0.17,0.0,@CNN,"Veteran David Carrasco gave his own Vietnam War medallion to the late Sen. John McCain's wife, Cindy McCain, outsid… https://t.co/CwUpC3f6gA",69
269,-0.872,Tue Aug 28 22:25:07 +0000 2018,0.568,0.432,0.0,@CNN,"Illinois authorities are investigating allegations of neglect after a fire in Chicago killed 10 children, officials… https://t.co/7cQ4IhdTOK",70
270,0.0,Tue Aug 28 22:20:05 +0000 2018,1.0,0.0,0.0,@CNN,"Facing scrutiny for hush money payments to a porn star and a former Playboy model, Trump pleaded with evangelical l… https://t.co/wqs33Je3GO",71
271,0.0,Tue Aug 28 22:15:15 +0000 2018,1.0,0.0,0.0,@CNN,Senate Republicans are sending decidedly mixed messages about how they feel about the future of Attorney General Je… https://t.co/aZufhL6bgH,72
272,0.0,Tue Aug 28 22:11:48 +0000 2018,1.0,0.0,0.0,@CNN,"It's election day in Arizona, Florida, and Oklahoma. Follow for live updates. https://t.co/ufORF8aN3n https://t.co/2La3w5ES7x",73
273,0.0,Tue Aug 28 21:50:07 +0000 2018,1.0,0.0,0.0,@CNN,HBO has quietly dropped erotic late-night programming from its lineup https://t.co/h5A8TbI0d0 https://t.co/xAo7NNNSbL,74
274,0.4767,Tue Aug 28 21:40:10 +0000 2018,0.744,0.0,0.256,@CNN,JPMorgan just made another high-profile artificial intelligence hire https://t.co/QxeypaK99l https://t.co/Fi7Mj3hzSp,75
275,0.25,Tue Aug 28 21:35:00 +0000 2018,0.889,0.0,0.111,@CNN,"Without evidence, Trump reiterated claims about Google's search results, saying the company is ""taking advantage of… https://t.co/4TAekVTE8w",76
276,-0.4019,Tue Aug 28 21:30:09 +0000 2018,0.856,0.144,0.0,@CNN,Bubble gum-flavored children's Advil is being recalled after customer complaints identified that the dosage cup pro… https://t.co/GzQkiLagWL,77
277,0.1531,Tue Aug 28 21:29:22 +0000 2018,0.926,0.0,0.074,@CNN,"Canada looks to join the US-Mexico trade talks, but Prime Minister Justin Trudeau says he will only sign a new deal… https://t.co/f7KWE2EP5i",78
278,-0.3182,Tue Aug 28 21:25:05 +0000 2018,0.892,0.108,0.0,@CNN,"A day out from their big-ticket debate, a leaked email has brought up the temperature in the race between New York… https://t.co/tOBU6p437p",79
279,0.0,Tue Aug 28 21:20:09 +0000 2018,1.0,0.0,0.0,@CNN,John McCain's goodbye is in classic tradition of George Washington's Farewell Address | By John Avlon via… https://t.co/N20oEjUFqJ,80
280,-0.4019,Tue Aug 28 21:15:03 +0000 2018,0.711,0.182,0.107,@CNN,"UN Secretary General addresses the body's Security Council regarding the Rohingya refugee crisis, calling for the M… https://t.co/jmZ6SzmjCy",81
281,-0.6249,Tue Aug 28 21:10:07 +0000 2018,0.823,0.177,0.0,@CNN,"A 9-year-old ended his own life on Thursday, shortly after coming out as gay and being bullied at school, according… https://t.co/6CA5J2nxad",82
282,0.0,Tue Aug 28 21:00:14 +0000 2018,1.0,0.0,0.0,@CNN,Elon Musk is lashing out on Twitter again https://t.co/FsmJvIngcP https://t.co/N1eC508CRK,83
283,0.3612,Tue Aug 28 20:55:04 +0000 2018,0.844,0.0,0.156,@CNN,The top elections official in Arizona's most populous county said he will petition to extend voting hours in the pr… https://t.co/RhO0mV4Sv0,84
284,0.7096,Tue Aug 28 20:50:04 +0000 2018,0.742,0.0,0.258,@CNN,Country music stars were tweeting bright and early after the nominations for the 2018 CMA Awards were announced… https://t.co/AvD492IvHc,85
285,-0.3612,Tue Aug 28 20:40:04 +0000 2018,0.878,0.122,0.0,@CNN,"GOP Sen. Lindsey Graham this week argued that President Trump deserves to replace Attorney General Jeff Sessions, s… https://t.co/5gQAie2tx0",86
286,-0.5095,Tue Aug 28 20:38:51 +0000 2018,0.87,0.13,0.0,@CNN,"RT @TheLeadCNN: “Lindsey Graham, in a very unfortunate way in my opinion, has decided to carry water for Trump – for whatever reason, he th…",87
287,0.5574,Tue Aug 28 20:30:07 +0000 2018,0.787,0.0,0.213,@CNN,"Whole Foods doesn't look much different since Amazon bought it a year ago, but incumbents like Walmart, Kroger, Cos… https://t.co/ElGGwqwBjL",88
288,0.7906,Tue Aug 28 20:25:00 +0000 2018,0.72,0.0,0.28,@CNN,"This is how Ruth Bader Ginsburg, the oldest sitting Supreme Court Justice, stays in shape. She attributes her long… https://t.co/E3sd6jOm1p",89
289,0.5859,Tue Aug 28 20:20:44 +0000 2018,0.758,0.0,0.242,@CNN,RT @CNNMoney: S&amp;P 500 gains a fraction of a point. Nasdaq gains 0.2%. Dow finishes up 14 points. https://t.co/E9IkqtvczQ,90
290,-0.7845,Tue Aug 28 20:20:04 +0000 2018,0.723,0.277,0.0,@CNN,"A dozen prisoners have died in the custody of Mississippi authorities this month and, with the exception of two dea… https://t.co/JuBp9bt2qu",91
291,0.25,Tue Aug 28 20:16:54 +0000 2018,0.889,0.0,0.111,@CNN,"Without evidence, Trump reiterated claims about Google's search results, saying the company is ""taking advantage of… https://t.co/leGoaC1RUF",92
292,0.0,Tue Aug 28 20:10:10 +0000 2018,1.0,0.0,0.0,@CNN,"The US Food and Drug Administration has again expanded the list of recalled medications that contain valsartan, use… https://t.co/pFICM2zkWz",93
293,0.5859,Tue Aug 28 20:05:03 +0000 2018,0.806,0.0,0.194,@CNN,"Sen. Lindsey Graham took to the Senate floor to give an emotional farewell to his friend and colleague, Sen. John M… https://t.co/SgOTTnb1UX",94
294,-0.765,Tue Aug 28 20:00:12 +0000 2018,0.72,0.28,0.0,@CNN,"The newspaper industry has been fighting tariffs on Canadian paper for months, claiming that they will devastate an… https://t.co/csHvCRvt4f",95
295,-0.7184,Tue Aug 28 19:40:09 +0000 2018,0.714,0.286,0.0,@CNN,A federal court's rejection of North Carolina's GOP-rigged congressional district map has thrown in doubt 13 voting… https://t.co/3o7QCOfp2V,96
296,-0.6369,Tue Aug 28 19:30:07 +0000 2018,0.833,0.167,0.0,@CNN,The police officer who fatally shot an unarmed black man in Tulsa now teaches a course on how other cops can 'survi… https://t.co/JU9By8rEsE,97
297,0.0,Tue Aug 28 19:20:07 +0000 2018,1.0,0.0,0.0,@CNN,Slowed new construction and a short supply of existing homes for sale have pushed housing prices so high that buyer… https://t.co/bWZHWaDkSK,98
298,-0.2732,Tue Aug 28 19:11:18 +0000 2018,0.763,0.161,0.076,@CNN,"""John taught us how to lose. ... He failed a lot but he never quit."" Sen. Lindsey Graham pays emotional tribute to… https://t.co/oSobdv1y8M",99
299,0.3612,Tue Aug 28 19:10:38 +0000 2018,0.889,0.0,0.111,@CNN,"RT @CNNPolitics: ""I learned that serving a cause greater than yourself hurts,"" a tearful Sen. Lindsey Graham says. ""He couldn't put his jac…",100
300,0.0,Wed Aug 29 05:45:00 +0000 2018,1.0,0.0,0.0,@FoxNews,FIFA president Gianni Infantino gave @POTUS a yellow and red card during a meeting at the @WhiteHouse Tuesday https://t.co/VA8Lmcfmrr,1
301,-0.3182,Wed Aug 29 05:38:00 +0000 2018,0.784,0.216,0.0,@FoxNews,"'Leave my wife out of it,' Rep. Hunter says about corruption charges: report https://t.co/njeUWMMhLE",2
302,0.0,Wed Aug 29 05:30:00 +0000 2018,1.0,0.0,0.0,@FoxNews,Jim Brown: “This president is accessible and he’s different.” https://t.co/QpLRheFTj8,3
303,-0.3818,Wed Aug 29 05:23:00 +0000 2018,0.86,0.14,0.0,@FoxNews,A man watches lightning from a concourse at Kauffman Stadium during a severe storm before a baseball game between t… https://t.co/fX3KKkAVSM,4
304,0.4404,Wed Aug 29 05:15:00 +0000 2018,0.847,0.0,0.153,@FoxNews,".@RepDeSantis on @AndrewGillum: ""I'm trying to make Florida even better, he's trying to make Florida Venezuela.""… https://t.co/8TY0IAFrM0",5
305,0.128,Wed Aug 29 05:07:00 +0000 2018,0.889,0.0,0.111,@FoxNews,Homeless veteran who helped stranded woman takes legal action against couple: report https://t.co/gHAUFQDyaL,6
306,0.0,Wed Aug 29 05:00:00 +0000 2018,1.0,0.0,0.0,@FoxNews,"""It'll ultimately be paid for by Mexico."" — @POTUS responded to a question Tuesday about funding a U.S.-Mexico bord… https://t.co/9sslK4P7F4",7
307,0.0,Wed Aug 29 04:53:00 +0000 2018,1.0,0.0,0.0,@FoxNews,"On #Cavuto, @newtgingrich predicted that President @realDonaldTrump will get reelected because ""the economy, frankl… https://t.co/LylybTIUFB",8
308,-0.296,Wed Aug 29 04:45:00 +0000 2018,0.82,0.18,0.0,@FoxNews,.@LindseyGrahamSC: “I’ve seen no evidence of collusion after two years.” https://t.co/BLwK9GiFFU,9
309,0.0,Wed Aug 29 04:38:00 +0000 2018,1.0,0.0,0.0,@FoxNews,"Earthquake east of Los Angeles hits magnitude 4.4, USGS says https://t.co/zMTjSibrsa",10
310,0.0,Wed Aug 29 04:30:00 +0000 2018,1.0,0.0,0.0,@FoxNews,"After he was born at just 22 weeks and spent 160 days in the hospital, a baby boy “graduated” from the neonatal int… https://t.co/m0EpY8bQY6",11
311,0.0,Wed Aug 29 04:23:00 +0000 2018,1.0,0.0,0.0,@FoxNews,K-pop band @BTS_twt beats Taylor Swift's YouTube record for most video views in 24 hours with song #IDOL https://t.co/3WYHm6GT5e,12
312,0.0,Wed Aug 29 04:16:44 +0000 2018,1.0,0.0,0.0,@FoxNews,Jim Brown: “We should never denigrate our flag and our national anthem.” https://t.co/cBKe4jHAAn,13
313,-0.5994,Wed Aug 29 04:11:38 +0000 2018,0.755,0.245,0.0,@FoxNews,Russia to hold its biggest war games since fall of Soviet Union https://t.co/atP1B7GXnr,14
314,0.6124,Wed Aug 29 04:08:00 +0000 2018,0.75,0.0,0.25,@FoxNews,Comedian Pete Davidson shared his thoughts about working with @realDonaldTrump when he hosted “Saturday Night Live”… https://t.co/rTVuIjYFOt,15
315,0.824,Wed Aug 29 04:01:00 +0000 2018,0.619,0.0,0.381,@FoxNews,HEARTWARMING: This golden retriever got the surprise of a lifetime when a special soldier returned home from traini… https://t.co/cNmkkYq0N8,16
316,-0.34,Wed Aug 29 03:56:39 +0000 2018,0.821,0.179,0.0,@FoxNews,California to become first state eliminating bail for suspects awaiting trial https://t.co/LvMWfzQRJ5,17
317,-0.2006,Wed Aug 29 03:44:37 +0000 2018,0.893,0.107,0.0,@FoxNews,".@jasoninthehouse on Attorney General Jeff Sessions: ""He's been the most ineffective attorney general we've probabl… https://t.co/VIQDKPA8eZ",18
318,0.5859,Wed Aug 29 03:35:23 +0000 2018,0.808,0.0,0.192,@FoxNews,.@RepMcSally makes remarks after it is projected that she will win the Arizona GOP Senate primary. https://t.co/PZ3HIwa4Xz,19
319,0.8481,Wed Aug 29 03:33:07 +0000 2018,0.62,0.0,0.38,@FoxNews,"JUST IN: Sinema, McSally projected to win Arizona Senate primaries, Ducey keeps reelection hopes alive in governor'… https://t.co/l7bCNE5S7H",20
320,0.5859,Wed Aug 29 03:30:54 +0000 2018,0.817,0.0,0.183,@FoxNews,"JUST IN: Congresswoman @kyrstensinema will win the Arizona Democratic Senate primary, the Fox News Decision Desk pr… https://t.co/8lUaP0RrFK",21
321,0.0,Wed Aug 29 03:16:50 +0000 2018,1.0,0.0,0.0,@FoxNews,"DOJ official Bruce Ohr grilled over Trump dossier, Steele ties https://t.co/OCdo7McRWb https://t.co/slAan5iQJA",22
322,0.4404,Wed Aug 29 03:05:00 +0000 2018,0.847,0.0,0.153,@FoxNews,".@RepDeSantis on @AndrewGillum: ""I'm trying to make Florida even better, he's trying to make Florida Venezuela.""… https://t.co/n6Sf369FlX",23
323,0.4019,Wed Aug 29 03:00:01 +0000 2018,0.856,0.0,0.144,@FoxNews,"Actress @katemara, whose family co-owns the New York @Giants and Pittsburgh @steelers, threw her support behind… https://t.co/Td4efEKjjd",24
324,0.0,Wed Aug 29 02:52:00 +0000 2018,1.0,0.0,0.0,@FoxNews,"Dog owner who used pet-sitting service says he found shirtless men, lube in living room https://t.co/NPUjbnFHY7",25
325,-0.7964,Wed Aug 29 02:44:00 +0000 2018,0.608,0.392,0.0,@FoxNews,Washington state sees 12th feline mutilated amid fears of a serial cat killer https://t.co/Jw9TE508qY,26
326,0.5719,Wed Aug 29 02:35:12 +0000 2018,0.764,0.0,0.236,@FoxNews,"Tulsa businessman, political novice Kevin Stitt wins GOP primary for Oklahoma governor https://t.co/pBObz3ZKda",27
327,0.0,Wed Aug 29 02:27:03 +0000 2018,1.0,0.0,0.0,@FoxNews,Mystery as woman in T-shirt and possibly shackles appears on Texas homeowner's doorstep https://t.co/gUqY9zCQDW,28
328,-0.6597,Wed Aug 29 02:24:15 +0000 2018,0.484,0.367,0.149,@FoxNews,California mom bitten by 'kissing bug' warns others about danger of 'silent killer' parasitic disease https://t.co/hlzRowjUsF,29
329,0.5719,Wed Aug 29 02:16:33 +0000 2018,0.748,0.0,0.252,@FoxNews,"Donna Shalala, ex-Clinton Cabinet member, wins Dem primary to replace Ros-Lehtinen https://t.co/Gwl4ZmxVd8",30
330,-0.7717,Wed Aug 29 02:02:00 +0000 2018,0.691,0.309,0.0,@FoxNews,"4 Ohio children abducted by mom, believed to be in danger and heading to Florida, police say. https://t.co/ovXuQIVr14",31
331,0.5267,Wed Aug 29 02:00:09 +0000 2018,0.825,0.0,0.175,@FoxNews,Catherine Herridge reports on Justice Department official Bruce Ohr testifying to House lawmakers Tuesday about his… https://t.co/ZIsRIaH2OD,32
332,0.5719,Wed Aug 29 01:46:29 +0000 2018,0.709,0.0,0.291,@FoxNews,Rep. @RonDeSantisFL wins the Florida GOP gubernatorial primary. https://t.co/sMH3MYFYmb https://t.co/tvxWErCAzi,33
333,0.5719,Wed Aug 29 01:42:55 +0000 2018,0.684,0.0,0.316,@FoxNews,.@FLGovScott wins the Florida GOP Senate primary. https://t.co/sMH3MYFYmb https://t.co/k9vNy6vhbx,34
334,0.5859,Wed Aug 29 01:35:48 +0000 2018,0.808,0.0,0.192,@FoxNews,Tallahassee Mayor @AndrewGillum makes remarks after being projected to win the Democratic primary race for Florida… https://t.co/7uvutyxQNV,35
335,0.2732,Wed Aug 29 01:30:59 +0000 2018,0.717,0.117,0.166,@FoxNews,"BREAKING: Tallahassee Mayor @AndrewGillum wins the Democratic primary race for Florida governor in an upset, Fox Ne… https://t.co/r8G24Dhbya",36
336,0.2023,Wed Aug 29 01:16:02 +0000 2018,0.886,0.0,0.114,@FoxNews,Sen. @ChrisCoons: 'Significant Body of Work' From Judge Kavanaugh's Past Yet to Be Reviewed. https://t.co/5b222fk997,37
337,0.4767,Wed Aug 29 01:04:00 +0000 2018,0.829,0.0,0.171,@FoxNews,".@HoustonTexans star @JJWatt's Hurricane Harvey relief helped raise an incredible $41.6 million, a world record for… https://t.co/H1DOJoLjwb",38
338,0.5859,Wed Aug 29 00:52:55 +0000 2018,0.787,0.0,0.213,@FoxNews,Rep. @RonDeSantisFL makes remarks after being projected to win the Florida GOP gubernatorial primary.… https://t.co/pR2DIfduow,39
339,0.0772,Wed Aug 29 00:43:21 +0000 2018,0.874,0.0,0.126,@FoxNews,"Viking Cruises bans children, says clients want kid-free vacations https://t.co/36TtTo4pDP",40
340,0.824,Wed Aug 29 00:30:00 +0000 2018,0.619,0.0,0.381,@FoxNews,HEARTWARMING: This golden retriever got the surprise of a lifetime when a special soldier returned home from traini… https://t.co/517qXUT20J,41
341,0.0,Wed Aug 29 00:26:43 +0000 2018,1.0,0.0,0.0,@FoxNews,Florida Agriculture Commissioner @AdamPutnam concedes to Rep. @RonDeSantisFL in the Florida GOP gubernatorial prima… https://t.co/yB9pIJvEw3,42
342,0.0,Wed Aug 29 00:22:54 +0000 2018,1.0,0.0,0.0,@FoxNews,Former soccer star says rat ate his foot while he was sleeping https://t.co/j7YuHWgKqY,43
343,-0.296,Wed Aug 29 00:14:14 +0000 2018,0.833,0.167,0.0,@FoxNews,Mom punches homeless woman to stop alleged kidnapping of daughter: records https://t.co/kTA7By9E9g,44
344,0.5719,Wed Aug 29 00:03:50 +0000 2018,0.802,0.0,0.198,@FoxNews,"BREAKING: Trump-backed Florida Rep. DeSantis wins GOP primary race for Florida governor, Fox News projects. https://t.co/1Tn4dpNToH",45
345,-0.6705,Tue Aug 28 23:58:35 +0000 2018,0.703,0.297,0.0,@FoxNews,Missouri becomes first state to issue law protecting citizens from accidentally buying fake meat. https://t.co/qtM6tGsgLm,46
346,-0.4767,Tue Aug 28 23:44:42 +0000 2018,0.795,0.205,0.0,@FoxNews,"MS-13 gang member arrested after he re-entered US illegally, Border Patrol says. https://t.co/JfudMBr3Hp",47
347,-0.5719,Tue Aug 28 23:38:00 +0000 2018,0.829,0.171,0.0,@FoxNews,".@MZHemingway on NC redistricting ruling: ""It throws the entire state into chaos and it disenfranchises an entire s… https://t.co/MclIbutDdK",48
348,0.0258,Tue Aug 28 23:34:20 +0000 2018,0.922,0.0,0.078,@FoxNews,"Brett Kavanaugh backed by Bob Bennett, Bill Clinton's Paula Jones-era lawyer. (via @nicoledarrah) https://t.co/ifUt1PuDVh",49
349,-0.5267,Tue Aug 28 23:28:45 +0000 2018,0.671,0.238,0.091,@FoxNews,Toddler's death after leaving immigration facility leads to $40 million legal claim. https://t.co/H2dXw2vJuI,50
350,-0.1779,Tue Aug 28 23:20:50 +0000 2018,0.759,0.135,0.105,@FoxNews,.@USCG and @USNavy bomb technicians are working to retrieve what looks like an unexploded mine that was spotted flo… https://t.co/9nxUVCEhu3,51
351,0.0,Tue Aug 28 23:19:03 +0000 2018,1.0,0.0,0.0,@FoxNews,Google CEO slammed by lawmakers for declining to testify at Senate hearing. https://t.co/TDjJfdQd8r,52
352,0.0258,Tue Aug 28 23:11:53 +0000 2018,0.948,0.0,0.052,@FoxNews,"Sen. @ChrisCoons on calls for postponement of Kavanaugh proceedings: ""At the end of the day what matters here is, a… https://t.co/3Q9ihRRuFs",53
353,0.7579,Tue Aug 28 22:56:52 +0000 2018,0.548,0.078,0.374,@FoxNews,".@POTUS honors anniversary of MLK 'I Have a Dream' speech touting his policies, hope for America https://t.co/xPX2JgNWF3",54
354,-0.3182,Tue Aug 28 22:49:20 +0000 2018,0.887,0.113,0.0,@FoxNews,"Secretary Mattis: ""We took the step to suspend several of the largest exercises as a good-faith measure coming out… https://t.co/5VdOHKTBCq",55
355,0.0,Tue Aug 28 22:37:38 +0000 2018,1.0,0.0,0.0,@FoxNews,".@SenatorBerger: ""I think the fairest way to do it is to let the people elect the legislators and let the legislato… https://t.co/KOlrveb3lO",56
356,0.0,Tue Aug 28 22:26:59 +0000 2018,1.0,0.0,0.0,@FoxNews,Phil Keating reports on the tight gubernatorial race in Florida. #SpecialReport  https://t.co/vRKSDUGh21 https://t.co/07aiV9PzT3,57
357,-0.4019,Tue Aug 28 22:20:42 +0000 2018,0.838,0.162,0.0,@FoxNews,".@pdoocy reports on today's Arizona @GOP Senate primary, including problems with voting machines. #SpecialReport… https://t.co/SS3reyYSwW",58
358,0.0,Tue Aug 28 22:13:34 +0000 2018,1.0,0.0,0.0,@FoxNews,Parents of baby misdiagnosed with terminal brain condition in utero left fate 'in God's hands'  https://t.co/auuUttgZpU,59
359,0.0772,Tue Aug 28 22:03:25 +0000 2018,0.78,0.099,0.121,@FoxNews,"Florida Senate race between Scott, Nelson expected to be competitive and costly. https://t.co/z1qUScfXfV",60
360,-0.875,Tue Aug 28 21:55:00 +0000 2018,0.5,0.5,0.0,@FoxNews,Pope Francis facing calls to resign; sexual abuse scandal exposes rifts in the Vatican. https://t.co/AAQvL8xpIE,61
361,-0.6486,Tue Aug 28 21:49:00 +0000 2018,0.719,0.281,0.0,@FoxNews,Texas ex-cop Roy Oliver convicted of murdering unarmed teen Jordan Edwards. https://t.co/68b9xg76dM,62
362,-0.34,Tue Aug 28 21:43:00 +0000 2018,0.821,0.179,0.0,@FoxNews,California to become first state eliminating bail for suspects awaiting trial. https://t.co/BNqyCuUQU6,63
363,-0.1531,Tue Aug 28 21:35:51 +0000 2018,0.849,0.151,0.0,@FoxNews,"Trump factor looms large in the Florida gubernatorial primary.
https://t.co/mIB0pTwNlf",64
364,0.0,Tue Aug 28 21:30:13 +0000 2018,1.0,0.0,0.0,@FoxNews,WATCH: Trump 'Red Cards' the Media at White House FIFA Event.  https://t.co/uOIuI6kz7C,65
365,-0.3818,Tue Aug 28 21:23:38 +0000 2018,0.822,0.178,0.0,@FoxNews,Illinois community wants children's restaurant closed after video of fight goes viral. https://t.co/dMGwxxgQuY,66
366,0.2263,Tue Aug 28 21:17:00 +0000 2018,0.863,0.0,0.137,@FoxNews,"STDs hit all-time highs in US for fourth straight year, @CDCgov reports. https://t.co/pjFwidIX6Q",67
367,-0.5719,Tue Aug 28 21:13:18 +0000 2018,0.657,0.343,0.0,@FoxNews,"Texas man stops woman, 94, driving wrong way down highway. https://t.co/X2J9arVl0z",68
368,-0.4019,Tue Aug 28 21:02:58 +0000 2018,0.828,0.172,0.0,@FoxNews,Arizona election officials work to fix problems with voting machines on primary day. https://t.co/QMoJFL3gn8,69
369,0.4404,Tue Aug 28 20:56:49 +0000 2018,0.669,0.105,0.226,@FoxNews,".@newtgingrich: ""If the Democrats win control of the House, it'll be a total mess for two solid years."" #Cavuto https://t.co/ojAg5wvCqN",70
370,0.0,Tue Aug 28 20:45:00 +0000 2018,1.0,0.0,0.0,@FoxNews,".@newtgingrich: ""The left in this country is now in a position where there's not much negotiation. Either they're g… https://t.co/PJj0t5LdBY",71
371,0.4939,Tue Aug 28 20:42:39 +0000 2018,0.824,0.0,0.176,@FoxNews,".@senrobportman: ""I think this [trade] agreement with Mexico is a step in the right direction."" #Cavuto https://t.co/s3SX4So20Q",72
372,0.0,Tue Aug 28 20:27:42 +0000 2018,1.0,0.0,0.0,@FoxNews,"Cynthia Nixon's team cites sexism over room temperature ahead of Cuomo debate, according to a report. https://t.co/mOUFoia1lo",73
373,0.0,Tue Aug 28 20:21:41 +0000 2018,1.0,0.0,0.0,@FoxNews,Times Square street shut down after bees swarm hot dog stand. https://t.co/p1T6XiKZ2K,74
374,0.0,Tue Aug 28 20:18:53 +0000 2018,1.0,0.0,0.0,@FoxNews,RT @FoxBusiness: AT THE CLOSE: The Nasdaq Composite ends at a new record high for the third consecutive trading day. https://t.co/TFdo1UXGR…,75
375,-0.5994,Tue Aug 28 20:10:29 +0000 2018,0.755,0.245,0.0,@FoxNews,"Puerto Rico governor raises Hurricane Maria death toll from 64 to 2,975. https://t.co/uUadh2nfce",76
376,0.0,Tue Aug 28 20:04:21 +0000 2018,1.0,0.0,0.0,@FoxNews,RT @ShepNewsTeam: Shep is live on Facebook Watch: https://t.co/icjH13MU8v,77
377,0.0,Tue Aug 28 20:02:23 +0000 2018,1.0,0.0,0.0,@FoxNews,.@ShepNewsTeam is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/LPbFC2DBes,78
378,-0.5994,Tue Aug 28 19:53:07 +0000 2018,0.83,0.17,0.0,@FoxNews,RT @ShepNewsTeam: An independent study reveals a higher death toll linked to Hurricane Maria in Puerto Rico than the government estimated.…,79
379,0.0,Tue Aug 28 19:46:00 +0000 2018,1.0,0.0,0.0,@FoxNews,.@POTUS met with FIFA president Gianni Infantino in the Oval Office Tuesday and talked about the 2026 @FIFAWorldCup… https://t.co/UnGYoFck8v,80
380,0.0,Tue Aug 28 19:40:30 +0000 2018,1.0,0.0,0.0,@FoxNews,"""It'll ultimately be paid for by Mexico."" — @POTUS responded to a question Tuesday about funding a U.S.-Mexico bord… https://t.co/Mh0reHgkbe",81
381,0.0,Tue Aug 28 19:33:31 +0000 2018,1.0,0.0,0.0,@FoxNews,FIFA president Gianni Infantino gave @POTUS a yellow and red card during a meeting at the @WhiteHouse Tuesday https://t.co/8iTnA5feZu,82
382,0.0,Tue Aug 28 19:22:24 +0000 2018,1.0,0.0,0.0,@FoxNews,.@POTUS presented with soccer jerseys during Oval Office meeting on the 2026 @FIFAWorldCup https://t.co/Ixp5xGGWfg,83
383,-0.4019,Tue Aug 28 19:18:40 +0000 2018,0.803,0.197,0.0,@FoxNews,Arizona election officials report problems with voting machines on primary day https://t.co/XWWSyzeqHI,84
384,-0.34,Tue Aug 28 19:10:27 +0000 2018,0.806,0.194,0.0,@FoxNews,"Texan says he's selling 3-D printed gun plans, despite ruling https://t.co/7b2AB7nsyy",85
385,0.0,Tue Aug 28 19:02:55 +0000 2018,1.0,0.0,0.0,@FoxNews,"'He's Full of It': 'Outnumbered' Slams Lanny Davis After He Walks Back Claim About Cohen, Trump &amp; Russia… https://t.co/a7fPJy2mrU",86
386,0.714,Tue Aug 28 18:38:08 +0000 2018,0.725,0.053,0.222,@FoxNews,".@LindseyGrahamSC remembering Senator John McCain: ""He could be tough but the joy that you received from being with… https://t.co/vaeHkcRzTD",87
387,0.1027,Tue Aug 28 18:36:55 +0000 2018,0.696,0.143,0.161,@FoxNews,".@LindseyGrahamSC remembering Senator John McCain: ""I learned that failure and success are different sides of the s… https://t.co/vve5ei9RL1",88
388,0.0,Tue Aug 28 18:31:38 +0000 2018,1.0,0.0,0.0,@FoxNews,".@LindseyGrahamSC on lessons learned from Senator John McCain's service to the country: ""I learned that serving a c… https://t.co/Qp3jCE3l3x",89
389,0.0,Tue Aug 28 18:29:56 +0000 2018,1.0,0.0,0.0,@FoxNews,".@LindseyGrahamSC on Senator John McCain's concession speech in 2008: ""He healed the nation at a time he was hurt."" https://t.co/Sy5mxhqBQL",90
390,0.4939,Tue Aug 28 18:15:44 +0000 2018,0.842,0.0,0.158,@FoxNews,Senator @LindseyGrahamSC pays tribute to the life and legacy of his friend and colleague Senator John McCain.… https://t.co/4ZIUfbexnh,91
391,-0.3182,Tue Aug 28 18:06:31 +0000 2018,0.874,0.126,0.0,@FoxNews,"GOP rep touches off firestorm with claim FBI leaked info, used stories to get FISA warrants https://t.co/umb0G035Cw",92
392,0.4019,Tue Aug 28 17:51:58 +0000 2018,0.769,0.0,0.231,@FoxNews,Alabama school's hilarious 'opt out' fundraising letter goes viral https://t.co/V5tMaAm8cH,93
393,-0.1027,Tue Aug 28 17:42:55 +0000 2018,0.924,0.076,0.0,@FoxNews,".@DarrellIssa on DOJ official Bruce Ohr questioned on contacts with anti-Trump dossier author: ""Bruce Ohr is creati… https://t.co/pmOJQPOiyN",94
394,0.0,Tue Aug 28 17:31:35 +0000 2018,1.0,0.0,0.0,@FoxNews,"Iran's president vows to overcome 'anti-Iranians' in White House, as lawmakers issue public rebuke https://t.co/MIRupiI3bj",95
395,0.0,Tue Aug 28 17:19:26 +0000 2018,1.0,0.0,0.0,@FoxNews,Vets in tech: Silicon Valley must lead the way https://t.co/QrQp8bzmTw,96
396,0.0,Tue Aug 28 17:02:15 +0000 2018,1.0,0.0,0.0,@FoxNews,K-pop band @BTS_twt beats Taylor Swift's YouTube record for most video views in 24 hours with song #IDOL https://t.co/3WYHm6GT5e,97
397,-0.4767,Tue Aug 28 16:56:32 +0000 2018,0.866,0.134,0.0,@FoxNews,"RT @FoxBusiness: Former President Jimmy Carter: ""I don't talk about impeachment. I think that's the wrong thing for Democrats to do."" https…",98
398,0.34,Tue Aug 28 16:56:22 +0000 2018,0.893,0.0,0.107,@FoxNews,"RT @FoxBusiness: Former President Jimmy Carter: ""The president has much less influence over the economy than is certainly publicized by the…",99
399,-0.3612,Tue Aug 28 16:55:42 +0000 2018,0.8,0.2,0.0,@FoxNews,Arizona star pro athletes to participate in John McCain's funeral https://t.co/P1QHT830i3,100
